blank,,blank2,,blank3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
503.0025024,0.01424754038,503.0025024,0.01419666596,503.0025024,0.01417195331,
502.0140991,0.01419305615,502.0140991,0.0141589297,502.0140991,0.01419982221,
500.9876099,0.01425318513,500.9876099,0.01429430116,500.9876099,0.01425655559,
499.9988708,0.01413793582,499.9988708,0.01416128315,499.9988708,0.01418505888,
499.0098267,0.01398119982,499.0098267,0.01412215829,499.0098267,0.01398272347,
497.982666,0.01403982844,497.982666,0.01401424222,497.982666,0.01402595267,
496.9932556,0.01374083012,496.9932556,0.01372760534,496.9932556,0.01378275361,
496.0036621,0.01371243037,496.0036621,0.01371194888,496.0036621,0.01357633155,
495.013916,0.01363501325,495.013916,0.01351787243,495.013916,0.01359008625,
493.9858704,0.01346670929,493.9858704,0.01366968639,493.9858704,0.01348091476,
492.9956665,0.01338826865,492.9956665,0.01332260016,492.9956665,0.01327976119,
492.0053406,0.01258774102,492.0053406,0.01275410503,492.0053406,0.01263541542,
491.0147095,0.01246558037,491.0147095,0.01245950628,491.0147095,0.01239744108,
489.9858398,0.01249112841,489.9858398,0.01249632426,489.9858398,0.01247450523,
488.9948425,0.01232441235,488.9948425,0.01227623969,488.9948425,0.01228465419,
488.0036316,0.01165989041,488.0036316,0.01167677529,488.0036316,0.01162303705,
487.0122681,0.01154851727,487.0122681,0.01158581581,487.0122681,0.01157565974,
485.9824829,0.01179382019,485.9824829,0.01184925437,485.9824829,0.01176006719,
484.9906921,0.01154128648,484.9906921,0.01161043439,484.9906921,0.01151826605,
483.9986877,0.01092465129,483.9986877,0.01090776827,483.9986877,0.01086641476,
483.0065613,0.0111016389,483.0065613,0.01096457709,483.0065613,0.01097862143,
482.0141296,0.01121844817,482.0141296,0.01122495625,482.0141296,0.01115281507,
480.983429,0.01144860126,480.983429,0.01145936549,480.983429,0.0113075776,
479.9906616,0.01160214003,479.9906616,0.0116376346,479.9906616,0.0116898315,
478.9976501,0.01193840709,478.9976501,0.01179679856,478.9976501,0.01184483897,
478.0044861,0.01210502815,478.0044861,0.01213976555,478.0044861,0.01218765695,
477.0111389,0.01255256776,477.0111389,0.01249611098,477.0111389,0.01234792825,
476.0175476,0.01302801631,476.0175476,0.01290223841,476.0175476,0.01301748026,
474.9855652,0.01339272689,474.9855652,0.01346759032,474.9855652,0.01339195203,
473.9916382,0.01406680699,473.9916382,0.014018788,473.9916382,0.01403611246,
472.997467,0.01452124491,472.997467,0.01457906421,472.997467,0.0144608384,
472.0031433,0.01494189072,472.0031433,0.01489792764,472.0031433,0.0149603514,
471.0086365,0.01557934005,471.0086365,0.01551696192,471.0086365,0.01548879407,
470.0138245,0.01607288979,470.0138245,0.01609349251,470.0138245,0.01611893252,
469.0189514,0.01685901731,469.0189514,0.01676381752,469.0189514,0.01663617417,
467.9855957,0.01729262806,467.9855957,0.01731935143,467.9855957,0.01727533527,
466.9902344,0.01790065505,466.9902344,0.01782650687,466.9902344,0.01774873026,
465.994751,0.01839269325,465.994751,0.01841078699,465.994751,0.0183814317,
464.9990845,0.0189242214,464.9990845,0.01891765185,464.9990845,0.018857738,
